name,date,ML,Low_90,High_90,Low_50,High_50
Kyoto,2020-03-22,0.21,0.0,5.54,0.02,2.5100000000000002
Kyoto,2020-03-23,2.2800000000000002,0.0,5.76,0.63,3.4
Kyoto,2020-03-24,2.7600000000000002,0.0,5.54,1.26,3.88
Kyoto,2020-03-25,2.84,0.06,5.18,1.59,3.93
Kyoto,2020-03-27,2.7600000000000002,0.21,4.87,1.6400000000000001,3.71
Kyoto,2020-03-28,2.63,0.3,4.53,1.6,3.44
Kyoto,2020-03-29,2.5,0.43,4.2700000000000005,1.54,3.19
Kyoto,2020-03-30,2.38,0.47000000000000003,3.98,1.51,3.0
Kyoto,2020-03-31,2.27,0.53,3.75,1.55,2.9
Kyoto,2020-04-01,2.05,0.51,3.46,1.3,2.5500000000000003
Kyoto,2020-04-02,1.8900000000000001,0.44,3.19,1.24,2.4
Kyoto,2020-04-03,1.87,0.49,3.1,1.28,2.37
Kyoto,2020-04-04,1.76,0.43,2.9,1.2,2.23
Kyoto,2020-04-05,1.75,0.49,2.85,1.2,2.18
Kyoto,2020-04-06,1.6600000000000001,0.47000000000000003,2.72,1.1,2.04
Kyoto,2020-04-07,1.59,0.45,2.61,1.06,1.96
Kyoto,2020-04-08,1.53,0.4,2.49,1.01,1.8800000000000001
Kyoto,2020-04-09,1.54,0.48,2.5,1.04,1.8800000000000001
Kyoto,2020-04-10,1.44,0.38,2.34,0.99,1.8
Kyoto,2020-04-11,1.4000000000000001,0.38,2.29,0.96,1.75
Kyoto,2020-04-12,1.33,0.34,2.2,0.84,1.62
Kyoto,2020-04-13,1.3,0.33,2.16,0.87,1.6300000000000001
Kyoto,2020-04-14,1.24,0.25,2.05,0.81,1.56
Kyoto,2020-04-15,1.23,0.25,2.0300000000000002,0.81,1.55
Kyoto,2020-04-16,1.21,0.25,2.0100000000000002,0.75,1.49
Kyoto,2020-04-17,1.24,0.3,2.05,0.8,1.53
Kyoto,2020-04-19,1.23,0.29,2.02,0.8,1.52
Kyoto,2020-04-20,1.21,0.3,2.0100000000000002,0.81,1.52
Kyoto,2020-04-21,1.16,0.24,1.93,0.72,1.43
Mie,2020-04-09,0.15,0.0,8.73,0.0,4.03
Mie,2020-04-10,0.18,0.0,7.1000000000000005,0.0,3.2
Mie,2020-04-11,0.2,0.0,6.15,0.03,2.79
Mie,2020-04-12,0.21,0.0,5.54,0.02,2.5100000000000002
Mie,2020-04-13,0.23,0.0,5.1000000000000005,0.07,2.36
Mie,2020-04-14,2.08,0.0,5.34,0.66,3.22
Mie,2020-04-15,2.56,0.01,5.23,1.25,3.72
Mie,2020-04-16,2.69,0.08,4.98,1.44,3.69
Mie,2020-04-17,2.27,0.02,4.29,1.17,3.14
Mie,2020-04-19,2.02,0.02,3.87,1.03,2.81
Mie,2020-04-20,1.85,0.01,3.56,0.96,2.6
Mie,2020-04-21,1.49,0.0,3.14,0.56,2.05
Miyagi,2020-03-29,0.15,0.0,8.73,0.0,4.03
Miyagi,2020-03-30,0.18,0.0,7.1000000000000005,0.0,3.2
Miyagi,2020-03-31,3.0100000000000002,0.0,7.1000000000000005,1.16,4.59
Miyagi,2020-04-01,2.2800000000000002,0.0,5.76,0.61,3.38
Miyagi,2020-04-02,2.7600000000000002,0.03,5.5600000000000005,1.25,3.87
Miyagi,2020-04-03,2.27,0.0,4.74,0.9400000000000001,3.19
Miyagi,2020-04-04,2.0,0.0,4.23,0.81,2.82
Miyagi,2020-04-05,2.2,0.03,4.18,1.08,3.0
Miyagi,2020-04-06,1.6600000000000001,0.0,3.54,0.65,2.33
Miyagi,2020-04-07,1.58,0.0,3.35,0.6,2.19
Miyagi,2020-04-08,1.51,0.01,3.2,0.62,2.13
Miyagi,2020-04-09,1.68,0.02,3.25,0.79,2.29
Miyagi,2020-04-10,1.6,0.01,3.08,0.78,2.2
Miyagi,2020-04-11,1.72,0.07,3.13,0.96,2.34
Miyagi,2020-04-12,1.6300000000000001,0.05,2.96,0.91,2.22
Miyagi,2020-04-13,1.7,0.17,3.04,0.96,2.23
Miyagi,2020-04-14,1.62,0.11,2.85,0.91,2.12
Miyagi,2020-04-15,1.56,0.16,2.7800000000000002,0.86,2.02
Miyagi,2020-04-16,1.4000000000000001,0.05,2.5100000000000002,0.81,1.9100000000000001
Miyagi,2020-04-17,1.27,0.03,2.35,0.66,1.72
Miyagi,2020-04-19,1.1500000000000001,0.0,2.21,0.5,1.53
Miyagi,2020-04-20,1.1400000000000001,0.0,2.19,0.5,1.52
Miyagi,2020-04-21,1.03,0.0,2.09,0.39,1.3800000000000001
Nagano,2020-03-27,0.15,0.0,8.73,0.0,4.03
Nagano,2020-03-28,0.18,0.0,7.1000000000000005,0.0,3.2
Nagano,2020-03-29,0.2,0.0,6.15,0.03,2.79
Nagano,2020-03-30,0.21,0.0,5.54,0.02,2.5100000000000002
Nagano,2020-03-31,0.23,0.0,5.1000000000000005,0.07,2.36
Nagano,2020-04-01,0.24,0.0,4.7700000000000005,0.04,2.19
Nagano,2020-04-02,0.25,0.0,4.51,0.03,2.07
Nagano,2020-04-03,0.26,0.0,4.29,0.07,2.0100000000000002
Nagano,2020-04-04,0.27,0.0,4.12,0.03,1.9000000000000001
Nagano,2020-04-05,0.28,0.0,3.96,0.06,1.86
Nagano,2020-04-06,1.61,0.0,4.19,0.3,2.3000000000000003
Nagano,2020-04-07,1.52,0.0,3.92,0.28,2.15
Nagano,2020-04-08,1.8800000000000001,0.0,4.0,0.73,2.63
Nagano,2020-04-09,1.74,0.0,3.71,0.67,2.43
Nagano,2020-04-10,1.6300000000000001,0.0,3.48,0.64,2.29
Nagano,2020-04-11,1.56,0.0,3.3000000000000003,0.65,2.21
Nagano,2020-04-12,1.23,0.0,2.97,0.39,1.8
Nagano,2020-04-13,1.46,0.0,3.0700000000000003,0.6,2.05
Nagano,2020-04-14,1.41,0.0,2.96,0.54,1.94
Nagano,2020-04-15,1.3800000000000001,0.01,2.87,0.56,1.9100000000000001
Nagano,2020-04-16,1.53,0.04,2.95,0.72,2.07
Nagano,2020-04-17,1.31,0.0,2.68,0.55,1.81
Nagano,2020-04-19,1.28,0.0,2.62,0.54,1.77
Nagano,2020-04-20,1.26,0.0,2.56,0.5700000000000001,1.77
Nagano,2020-04-21,1.09,0.0,2.4,0.38,1.52
Nara,2020-03-25,0.15,0.0,8.73,0.0,4.03
Nara,2020-03-27,0.18,0.0,7.1000000000000005,0.0,3.2
Nara,2020-03-28,0.2,0.0,6.15,0.03,2.79
Nara,2020-03-29,0.21,0.0,5.54,0.02,2.5100000000000002
Nara,2020-03-30,2.2800000000000002,0.0,5.76,0.63,3.4
Nara,2020-03-31,1.93,0.0,5.0200000000000005,0.55,2.95
Nara,2020-04-01,1.74,0.0,4.53,0.55,2.71
Nara,2020-04-02,1.61,0.0,4.18,0.5,2.49
Nara,2020-04-03,1.52,0.0,3.91,0.27,2.14
Nara,2020-04-04,1.45,0.0,3.7,0.41000000000000003,2.17
Nara,2020-04-05,1.3900000000000001,0.0,3.5300000000000002,0.33,2.0100000000000002
Nara,2020-04-06,1.35,0.0,3.39,0.34,1.95
Nara,2020-04-07,1.32,0.0,3.2600000000000002,0.36,1.9100000000000001
Nara,2020-04-08,1.29,0.0,3.16,0.35000000000000003,1.85
Nara,2020-04-09,1.54,0.0,3.2600000000000002,0.62,2.16
Nara,2020-04-10,1.48,0.0,3.12,0.63,2.1
Nara,2020-04-11,1.43,0.0,3.0,0.53,1.95
Nara,2020-04-12,1.3900000000000001,0.0,2.9,0.53,1.9000000000000001
Nara,2020-04-13,1.36,0.0,2.81,0.61,1.93
Nara,2020-04-14,1.33,0.0,2.73,0.51,1.8
Nara,2020-04-15,1.3,0.01,2.67,0.58,1.83
Nara,2020-04-16,1.28,0.0,2.6,0.58,1.8
Nara,2020-04-17,1.41,0.01,2.67,0.65,1.8800000000000001
Nara,2020-04-19,1.37,0.03,2.61,0.68,1.87
Nara,2020-04-20,1.47,0.05,2.66,0.76,1.94
Nara,2020-04-21,1.43,0.04,2.57,0.75,1.8900000000000001
Niigata,2020-04-06,0.15,0.0,8.73,0.0,4.03
Niigata,2020-04-07,0.18,0.0,7.1000000000000005,0.0,3.2
Niigata,2020-04-08,3.0100000000000002,0.0,7.1000000000000005,1.16,4.59
Niigata,2020-04-09,2.2800000000000002,0.0,5.76,0.61,3.38
Niigata,2020-04-10,0.23,0.0,4.5,0.02,2.06
Niigata,2020-04-11,0.24,0.0,4.29,0.07,2.0100000000000002
Niigata,2020-04-12,0.25,0.0,4.11,0.03,1.9000000000000001
Niigata,2020-04-13,0.26,0.0,3.96,0.05,1.85
Niigata,2020-04-14,1.61,0.0,4.19,0.31,2.31
Niigata,2020-04-15,1.52,0.0,3.92,0.29,2.16
Niigata,2020-04-16,1.45,0.0,3.71,0.25,2.02
Niigata,2020-04-17,1.78,0.0,3.8000000000000003,0.73,2.5300000000000002
Niigata,2020-04-19,1.33,0.0,3.3200000000000003,0.32,1.9000000000000001
Niigata,2020-04-20,1.3,0.0,3.21,0.27,1.8
Niigata,2020-04-21,1.27,0.0,3.11,0.3,1.78
Oita,2020-04-06,0.15,0.0,8.73,0.0,4.03
Oita,2020-04-07,3.84,0.0,8.31,1.45,5.5
Oita,2020-04-08,2.56,0.0,6.3100000000000005,0.8200000000000001,3.86
Oita,2020-04-09,2.08,0.0,5.34,0.61,3.17
Oita,2020-04-10,0.23,0.0,4.29,0.06,2.0
Oita,2020-04-11,0.24,0.0,4.11,0.03,1.9000000000000001
Oita,2020-04-12,0.25,0.0,3.96,0.05,1.85
Oita,2020-04-13,0.26,0.0,3.83,0.08,1.82
Oita,2020-04-14,1.56,0.0,4.05,0.34,2.27
Oita,2020-04-15,1.48,0.0,3.81,0.46,2.27
Oita,2020-04-16,1.42,0.0,3.62,0.36,2.08
Oita,2020-04-17,1.37,0.0,3.46,0.26,1.9100000000000001
Oita,2020-04-19,1.33,0.0,3.33,0.35000000000000003,1.93
Oita,2020-04-20,1.3,0.0,3.21,0.28,1.81
Oita,2020-04-21,1.56,0.0,3.31,0.59,2.16
Osaka,2020-04-01,1.76,0.01,3.38,0.88,2.43
Osaka,2020-04-02,1.61,0.13,2.8000000000000003,0.96,2.12
Osaka,2020-04-03,1.47,0.26,2.52,0.87,1.84
Osaka,2020-04-04,1.4000000000000001,0.32,2.33,0.96,1.8
Osaka,2020-04-05,1.31,0.35000000000000003,2.17,0.87,1.6300000000000001
Osaka,2020-04-06,1.37,0.48,2.17,0.9500000000000001,1.6500000000000001
Osaka,2020-04-07,1.59,0.8,2.35,1.21,1.85
Osaka,2020-04-08,1.75,0.99,2.41,1.44,2.02
Osaka,2020-04-09,1.79,1.12,2.42,1.45,1.99
Osaka,2020-04-10,1.7,1.08,2.29,1.41,1.9100000000000001
Osaka,2020-04-11,1.53,0.93,2.08,1.22,1.7
Osaka,2020-04-12,1.3900000000000001,0.8,1.9100000000000001,1.1,1.56
Osaka,2020-04-13,1.28,0.71,1.79,0.99,1.44
Osaka,2020-04-14,1.21,0.67,1.73,0.9400000000000001,1.3800000000000001
Osaka,2020-04-15,1.29,0.72,1.77,1.04,1.47
Osaka,2020-04-16,1.3800000000000001,0.86,1.8800000000000001,1.1400000000000001,1.56
Osaka,2020-04-17,1.43,0.9,1.9000000000000001,1.19,1.6
Osaka,2020-04-19,1.42,0.92,1.8900000000000001,1.19,1.59
Osaka,2020-04-20,1.37,0.87,1.82,1.1500000000000001,1.54
Osaka,2020-04-21,1.32,0.81,1.75,1.07,1.46
Saitama,2020-04-08,1.79,0.0,3.43,0.86,2.44
Saitama,2020-04-09,1.87,0.38,3.18,1.19,2.38
Saitama,2020-04-10,1.7,0.48,2.8000000000000003,1.1500000000000001,2.12
Saitama,2020-04-11,1.5,0.41000000000000003,2.43,1.01,1.85
Saitama,2020-04-12,1.35,0.36,2.18,0.88,1.6400000000000001
Saitama,2020-04-13,1.32,0.44,2.12,0.89,1.59
Saitama,2020-04-14,1.3,0.45,2.0300000000000002,0.92,1.57
Saitama,2020-04-15,1.43,0.64,2.12,1.06,1.67
Saitama,2020-04-16,1.41,0.6900000000000001,2.08,1.1,1.67
Saitama,2020-04-17,1.35,0.63,1.96,1.01,1.56
Saitama,2020-04-19,1.28,0.59,1.87,0.9400000000000001,1.47
Saitama,2020-04-20,1.1500000000000001,0.5,1.74,0.85,1.36
Saitama,2020-04-21,1.04,0.4,1.62,0.77,1.27
Shiga,2020-04-01,0.15,0.0,8.73,0.0,4.03
Shiga,2020-04-02,3.84,0.0,8.31,1.45,5.5
Shiga,2020-04-03,2.56,0.0,6.3100000000000005,0.8200000000000001,3.86
Shiga,2020-04-04,2.08,0.0,5.34,0.61,3.17
Shiga,2020-04-05,1.82,0.0,4.75,0.51,2.7800000000000002
Shiga,2020-04-06,1.6600000000000001,0.0,4.34,0.49,2.56
Shiga,2020-04-07,1.56,0.0,4.04,0.3,2.23
Shiga,2020-04-08,1.93,0.0,4.11,0.79,2.74
Shiga,2020-04-09,2.14,0.06,4.1,1.08,2.95
Shiga,2020-04-10,1.93,0.03,3.72,0.9500000000000001,2.66
Shiga,2020-04-11,1.79,0.02,3.45,0.86,2.45
Shiga,2020-04-12,1.68,0.01,3.24,0.91,2.4
Shiga,2020-04-13,1.6,0.04,3.1,0.76,2.18
Shiga,2020-04-14,1.71,0.05,3.11,0.9400000000000001,2.32
Shiga,2020-04-15,1.6300000000000001,0.04,2.95,0.89,2.2
Shiga,2020-04-16,1.56,0.05,2.83,0.89,2.14
Shiga,2020-04-17,1.51,0.08,2.75,0.77,1.98
Shiga,2020-04-19,1.46,0.08,2.66,0.8200000000000001,1.98
Shiga,2020-04-20,1.31,0.04,2.46,0.67,1.78
Shiga,2020-04-21,1.29,0.05,2.42,0.63,1.72
Shizuoka,2020-03-31,0.15,0.0,8.73,0.0,4.03
Shizuoka,2020-04-01,0.18,0.0,7.1000000000000005,0.0,3.2
Shizuoka,2020-04-02,0.2,0.0,6.15,0.03,2.79
Shizuoka,2020-04-03,0.21,0.0,5.54,0.02,2.5100000000000002
Shizuoka,2020-04-04,0.23,0.0,5.1000000000000005,0.07,2.36
Shizuoka,2020-04-05,0.24,0.0,4.7700000000000005,0.04,2.19
Shizuoka,2020-04-06,0.25,0.0,4.51,0.03,2.07
Shizuoka,2020-04-07,1.83,0.0,4.76,0.56,2.83
Shizuoka,2020-04-08,2.84,0.05,5.18,1.49,3.84
Shizuoka,2020-04-09,2.7600000000000002,0.16,4.83,1.54,3.62
Shizuoka,2020-04-10,2.64,0.32,4.55,1.62,3.46
Shizuoka,2020-04-11,2.27,0.25,3.99,1.35,2.99
Shizuoka,2020-04-12,1.84,0.06,3.34,1.0,2.48
Shizuoka,2020-04-13,1.55,0.03,2.98,0.8300000000000001,2.19
Shizuoka,2020-04-14,1.1400000000000001,0.0,2.58,0.34,1.57
Shizuoka,2020-04-15,1.1300000000000001,0.0,2.54,0.36,1.57
Shizuoka,2020-04-16,0.9400000000000001,0.0,2.39,0.23,1.36
Shizuoka,2020-04-17,0.9400000000000001,0.0,2.38,0.16,1.29
Shizuoka,2020-04-19,0.9400000000000001,0.0,2.37,0.23,1.35
Shizuoka,2020-04-20,0.93,0.0,2.36,0.17,1.29
Shizuoka,2020-04-21,0.93,0.0,2.35,0.26,1.37
Tochigi,2020-04-06,5.8500000000000005,0.02,10.08,2.91,7.890000000000001
Tochigi,2020-04-07,4.58,0.06,8.08,2.41,6.12
Tochigi,2020-04-08,3.0100000000000002,0.01,5.93,1.37,4.17
Tochigi,2020-04-09,3.0100000000000002,0.07,5.44,1.61,4.0600000000000005
Tochigi,2020-04-10,2.0,0.0,4.23,0.8,2.81
Tochigi,2020-04-11,1.82,0.0,3.88,0.74,2.58
Tochigi,2020-04-12,1.35,0.0,3.38,0.35000000000000003,1.96
Tochigi,2020-04-13,1.32,0.0,3.2600000000000002,0.38,1.93
Tochigi,2020-04-14,1.29,0.0,3.15,0.36,1.86
Tochigi,2020-04-15,1.27,0.0,3.06,0.3,1.76
Tochigi,2020-04-16,1.24,0.0,2.98,0.31,1.73
Tochigi,2020-04-17,1.22,0.0,2.9,0.4,1.78
Tochigi,2020-04-19,1.21,0.0,2.84,0.37,1.72
Tochigi,2020-04-20,1.19,0.0,2.7800000000000002,0.41000000000000003,1.73
Tochigi,2020-04-21,1.18,0.0,2.73,0.32,1.62
Tokyo,2020-03-25,3.84,1.9000000000000001,5.47,3.06,4.5200000000000005
Tokyo,2020-03-27,3.14,1.85,4.23,2.54,3.52
Tokyo,2020-03-28,2.7,1.69,3.5500000000000003,2.2800000000000002,3.04
Tokyo,2020-03-29,2.2600000000000002,1.43,3.0,1.86,2.5100000000000002
Tokyo,2020-03-30,1.96,1.21,2.61,1.59,2.17
Tokyo,2020-03-31,1.84,1.17,2.44,1.57,2.09
Tokyo,2020-04-01,1.75,1.12,2.3000000000000003,1.44,1.93
Tokyo,2020-04-02,1.82,1.24,2.34,1.58,2.0300000000000002
Tokyo,2020-04-03,1.84,1.29,2.32,1.56,1.99
Tokyo,2020-04-04,1.75,1.25,2.22,1.51,1.9100000000000001
Tokyo,2020-04-05,1.6600000000000001,1.17,2.1,1.4000000000000001,1.79
Tokyo,2020-04-06,1.61,1.12,2.02,1.3900000000000001,1.76
Tokyo,2020-04-07,1.61,1.1500000000000001,2.02,1.3900000000000001,1.75
Tokyo,2020-04-08,1.6500000000000001,1.2,2.04,1.42,1.77
Tokyo,2020-04-09,1.67,1.25,2.06,1.44,1.78
Tokyo,2020-04-10,1.62,1.19,1.98,1.4000000000000001,1.73
Tokyo,2020-04-11,1.51,1.09,1.86,1.3,1.62
Tokyo,2020-04-12,1.35,0.9400000000000001,1.7,1.17,1.48
Tokyo,2020-04-13,1.22,0.8300000000000001,1.58,1.03,1.34
Tokyo,2020-04-14,1.16,0.74,1.5,0.98,1.29
Tokyo,2020-04-15,1.22,0.8,1.56,1.03,1.34
Tokyo,2020-04-16,1.26,0.86,1.61,1.07,1.3800000000000001
Tokyo,2020-04-17,1.28,0.89,1.6300000000000001,1.08,1.3900000000000001
Tokyo,2020-04-19,1.24,0.8300000000000001,1.57,1.08,1.3800000000000001
Tokyo,2020-04-20,1.16,0.77,1.5,0.98,1.28
Tokyo,2020-04-21,1.05,0.67,1.4000000000000001,0.88,1.18
Toyama,2020-03-30,0.15,0.0,8.73,0.0,4.03
Toyama,2020-03-31,0.18,0.0,7.1000000000000005,0.0,3.2
Toyama,2020-04-01,3.0100000000000002,0.0,7.1000000000000005,1.16,4.59
Toyama,2020-04-02,2.2800000000000002,0.0,5.76,0.61,3.38
Toyama,2020-04-03,0.23,0.0,4.5,0.02,2.06
Toyama,2020-04-04,0.24,0.0,4.29,0.07,2.0100000000000002
Toyama,2020-04-05,0.25,0.0,4.11,0.03,1.9000000000000001
Toyama,2020-04-06,0.26,0.0,3.96,0.05,1.85
Toyama,2020-04-07,1.61,0.0,4.19,0.31,2.31
Toyama,2020-04-08,1.52,0.0,3.92,0.29,2.16
Toyama,2020-04-09,1.8800000000000001,0.0,4.0,0.73,2.63
Toyama,2020-04-10,2.08,0.03,3.98,1.03,2.86
Toyama,2020-04-11,2.44,0.23,4.21,1.43,3.17
Toyama,2020-04-12,2.36,0.35000000000000003,4.0200000000000005,1.44,3.02
Toyama,2020-04-13,2.2800000000000002,0.47000000000000003,3.85,1.43,2.87
Toyama,2020-04-14,1.9100000000000001,0.26,3.3000000000000003,1.12,2.44
Toyama,2020-04-15,1.9100000000000001,0.31,3.22,1.19,2.43
Toyama,2020-04-16,2.0100000000000002,0.52,3.3000000000000003,1.3800000000000001,2.54
Toyama,2020-04-17,1.96,0.5700000000000001,3.18,1.31,2.4
Toyama,2020-04-19,1.9100000000000001,0.58,3.04,1.31,2.33
Toyama,2020-04-20,1.86,0.62,2.94,1.3,2.2600000000000002
Toyama,2020-04-21,1.75,0.5700000000000001,2.77,1.21,2.12
Wakayama,2020-03-31,0.15,0.0,8.73,0.0,4.03
Wakayama,2020-04-01,0.18,0.0,7.1000000000000005,0.0,3.2
Wakayama,2020-04-02,0.2,0.0,6.15,0.03,2.79
Wakayama,2020-04-03,0.21,0.0,5.54,0.02,2.5100000000000002
Wakayama,2020-04-04,2.2800000000000002,0.0,5.76,0.63,3.4
Wakayama,2020-04-05,1.93,0.0,5.0200000000000005,0.55,2.95
Wakayama,2020-04-06,1.74,0.0,4.53,0.55,2.71
Wakayama,2020-04-07,1.61,0.0,4.18,0.5,2.49
Wakayama,2020-04-08,1.52,0.0,3.91,0.27,2.14
Wakayama,2020-04-09,0.29,0.0,3.42,0.08,1.6500000000000001
Wakayama,2020-04-10,0.9400000000000001,0.0,3.35,0.07,1.61
Wakayama,2020-04-11,0.92,0.0,3.2800000000000002,0.08,1.59
Wakayama,2020-04-12,0.91,0.0,3.22,0.11,1.59
Wakayama,2020-04-13,0.9,0.0,3.16,0.08,1.54
Wakayama,2020-04-14,0.9,0.0,3.11,0.07,1.51
Wakayama,2020-04-15,1.32,0.0,3.2800000000000002,0.3,1.86
Wakayama,2020-04-16,1.28,0.0,3.17,0.28,1.79
Wakayama,2020-04-17,1.26,0.0,3.08,0.34,1.8
Wakayama,2020-04-19,1.23,0.0,2.99,0.35000000000000003,1.77
Wakayama,2020-04-20,1.21,0.0,2.92,0.29,1.68
Wakayama,2020-04-21,1.19,0.0,2.85,0.41000000000000003,1.76
Yamagata,2020-04-02,0.15,0.0,8.73,0.0,4.03
Yamagata,2020-04-03,3.84,0.0,8.31,1.45,5.5
Yamagata,2020-04-04,3.84,0.06,7.140000000000001,2.0,5.3100000000000005
Yamagata,2020-04-05,2.7600000000000002,0.01,5.54,1.23,3.85
Yamagata,2020-04-06,2.84,0.05,5.17,1.55,3.89
Yamagata,2020-04-07,2.36,0.03,4.43,1.19,3.22
Yamagata,2020-04-08,2.07,0.02,3.96,1.06,2.88
Yamagata,2020-04-09,1.6,0.0,3.41,0.6900000000000001,2.3000000000000003
Yamagata,2020-04-10,1.53,0.0,3.24,0.67,2.2
Yamagata,2020-04-11,1.47,0.0,3.1,0.5700000000000001,2.04
Yamagata,2020-04-12,1.43,0.0,2.99,0.6,2.0100000000000002
Yamagata,2020-04-13,1.3900000000000001,0.0,2.89,0.61,1.97
Yamagata,2020-04-14,1.54,0.01,2.95,0.74,2.1
Yamagata,2020-04-15,1.6500000000000001,0.07,3.0100000000000002,0.88,2.21
Yamagata,2020-04-16,1.58,0.06,2.87,0.8300000000000001,2.1
Yamagata,2020-04-17,1.52,0.05,2.75,0.79,2.0100000000000002
Yamagata,2020-04-19,1.35,0.0,2.52,0.64,1.8
Yamagata,2020-04-20,1.2,0.0,2.37,0.5,1.61
Yamagata,2020-04-21,1.19,0.01,2.34,0.53,1.62
Yamanashi,2020-03-31,0.15,0.0,8.73,0.0,4.03
Yamanashi,2020-04-01,0.18,0.0,7.1000000000000005,0.0,3.2
Yamanashi,2020-04-02,0.2,0.0,6.15,0.03,2.79
Yamanashi,2020-04-03,0.21,0.0,5.54,0.02,2.5100000000000002
Yamanashi,2020-04-04,2.2800000000000002,0.0,5.76,0.63,3.4
Yamanashi,2020-04-05,1.93,0.0,5.0200000000000005,0.55,2.95
Yamanashi,2020-04-06,1.74,0.0,4.53,0.55,2.71
Yamanashi,2020-04-07,2.17,0.0,4.55,0.9,3.06
Yamanashi,2020-04-08,1.93,0.0,4.11,0.77,2.72
Yamanashi,2020-04-09,1.78,0.0,3.79,0.84,2.63
Yamanashi,2020-04-10,1.6600000000000001,0.01,3.5500000000000003,0.66,2.34
Yamanashi,2020-04-11,1.58,0.0,3.35,0.6,2.19
Yamanashi,2020-04-12,1.25,0.0,3.0100000000000002,0.38,1.81
Yamanashi,2020-04-13,1.23,0.0,2.93,0.3,1.7
Yamanashi,2020-04-14,1.21,0.0,2.87,0.4,1.76
Yamanashi,2020-04-15,1.19,0.0,2.8000000000000003,0.42,1.75
Yamanashi,2020-04-16,1.3900000000000001,0.0,2.9,0.55,1.92
Yamanashi,2020-04-17,1.36,0.0,2.81,0.52,1.85
Yamanashi,2020-04-19,1.1400000000000001,0.0,2.6,0.33,1.57
Yamanashi,2020-04-20,1.1300000000000001,0.0,2.56,0.34,1.56
Yamanashi,2020-04-21,0.93,0.0,2.4,0.15,1.29
